time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-22T18:47:00.201Z,17.0062,96.2746,10,3.1,ml,,275,2.919,0.62,us,us7000921c,2020-07-11T22:19:22.040Z,"25 km NNE of Yangon, Myanmar",earthquake,7,2,0.148,6,reviewed,us,us
2021-09-09T13:27:04.336Z,31.9732,72.2567,10,3.4,mb,,285,1.877,0.75,us,us7000f9u0,2021-09-09T20:57:54.470Z,"7 km W of Sahiwal, Pakistan",earthquake,10.6,2,0.49,1,reviewed,us,us
2020-06-23T13:47:32.941Z,23.9312,93.0128,10,3.6,mb,,166,1.213,0.48,us,us6000ahfx,2020-08-30T00:01:10.040Z,"12 km SE of Darlawn, India",earthquake,7.3,2,0.5,1,reviewed,us,us
2021-08-10T08:12:46.310Z,30.2767,78.1005,10,3.6,mb,,291,8.756,0.93,us,us6000f3yt,2021-08-12T05:49:20.385Z,"3 km SSE of R?ipur, India",earthquake,11.4,2,0.287,3,reviewed,us,us
2020-05-10T08:15:27.178Z,28.7268,77.3516,10,3.7,mb,,203,9.149,0.52,us,us70009ebf,2020-07-29T22:14:27.040Z,"6 km ESE of Loni, India",earthquake,8.9,2,0.253,4,reviewed,us,us
2021-02-10T14:43:43.254Z,27.0534,89.5665,10,3.7,mb,,152,2.532,0.45,us,us6000dgem,2021-04-22T21:52:30.040Z,"5 km SSE of Tsimasham, Bhutan",earthquake,8.6,1.9,0.225,5,reviewed,us,us
2021-02-18T18:18:43.335Z,34.0145,68.8554,10,3.7,mb,,230,0.547,0.94,us,us6000dipz,2021-05-19T09:45:18.892Z,"10 km WNW of Baraki Barak, Afghanistan",earthquake,5.3,2,0.225,6,reviewed,us,us
2021-06-29T19:24:35.052Z,34.6873,77.9908,10,3.7,mb,,183,4.049,0.91,us,us6000eqyg,2021-09-09T22:05:56.040Z,"68 km NNE of Leh, India",earthquake,7.5,1.9,0.224,5,reviewed,us,us
2020-04-12T12:15:02.191Z,28.8336,77.3589,10,3.8,mb,,185,5.942,0.75,us,us70008utq,2020-12-17T19:10:55.070Z,"Haryana-Delhi-Uttar Pradesh region, India",earthquake,12.6,2,0.154,11,reviewed,us,us
2020-06-15T07:27:35.084Z,22.9861,70.2272,10,3.8,mb,,193,11.56,0.96,us,us6000acfz,2020-08-22T19:14:54.040Z,"5 km SSE of K?ndla, India",earthquake,15.7,2,0.136,14,reviewed,us,us
2020-09-25T18:14:35.455Z,34.0161,78.1669,10,3.8,mb,,75,4.093,1.1,us,us6000c1i2,2020-12-05T21:02:59.040Z,"56 km ESE of Leh, India",earthquake,4.8,1.9,0.142,16,reviewed,us,us
2020-12-17T18:16:48.782Z,28.5188,77.2852,10,3.8,mb,,189,8.421,0.81,us,us7000cryp,2021-02-27T23:25:18.040Z,"5 km ENE of Deoli, India",earthquake,13.9,2,0.18,8,reviewed,us,us
2021-05-09T18:41:23.049Z,26.774,92.4738,10,3.8,mb,,92,1.324,0.76,us,us7000e1n0,2021-07-23T18:08:27.040Z,"7 km N of Dhekiajuli, India",earthquake,4.7,1.9,0.161,10,reviewed,us,us
2020-11-07T10:09:22.561Z,21.5017,73.219,10,3.9,mb,,262,12.103,0.55,us,us7000cc8r,2021-01-23T22:25:38.040Z,"27 km E of Kosamba, India",earthquake,10.3,2,0.17,9,reviewed,us,us
2020-04-26T05:29:26.353Z,27.0529,89.191,10,3.9,mb,,162,2.812,0.47,us,us60009cyy,2020-07-11T22:19:09.040Z,"19 km NNE of Samtse, Bhutan",earthquake,9.4,1.9,0.194,7,reviewed,us,us
2021-04-06T01:36:55.618Z,26.8176,88.7828,10,3.9,mb,,164,2.088,0.56,us,us6000dzbe,2021-06-12T21:37:33.040Z,"15 km E of Odl?b?ri, India",earthquake,7.3,1.9,0.137,14,reviewed,us,us
2021-06-12T18:31:28.860Z,21.0204,85.0848,10,3.9,mb,,228,7.084,0.78,us,us7000eclt,2021-08-26T21:59:12.040Z,"17 km WNW of T?lcher, India",earthquake,6,2,0.257,4,reviewed,us,us
2021-07-05T17:06:55.336Z,28.9016,76.839,10,3.9,mb,,199,5.634,1.28,us,us7000eiwa,2021-09-10T20:07:23.040Z,"7 km WNW of Kharkhauda, India",earthquake,6.1,2,0.143,13,reviewed,us,us
2020-11-12T02:06:11.667Z,35.4779,70.9652,105.1,4,mb,,107,1.833,0.79,us,us7000cdlw,2021-01-27T17:28:44.040Z,"7 km NNE of P?r?n, Afghanistan",earthquake,7,8,0.155,11,reviewed,us,us
2020-12-01T15:44:15.348Z,33.7022,88.4267,10,4,mb,,105,5.891,0.32,us,us7000cn1b,2021-02-06T18:29:53.040Z,"western Xizang",earthquake,11.4,1.9,0.133,15,reviewed,us,us
2020-02-25T06:16:20.871Z,24.5467,90.1767,10,4,mb,,159,1.83,0.93,us,us600084bt,2020-05-09T21:40:46.040Z,"25 km N of Sakhipur, Bangladesh",earthquake,5.7,1.7,0.126,17,reviewed,us,us
2020-04-12T00:32:54.726Z,29.3551,70.0699,10,4,mb,,202,5.079,0.72,us,us70008ufr,2020-06-30T14:03:00.040Z,"37 km SW of Dajal, Pakistan",earthquake,12,2,0.156,11,reviewed,us,us
2020-04-08T05:53:57.175Z,23.4203,86.989,10,4,mb,,209,4.522,0.91,us,us70008s0k,2020-06-30T14:02:47.040Z,"22 km NNW of B?nkura, India",earthquake,8.1,2,0.232,5,reviewed,us,us
2020-08-26T02:24:03.662Z,23.965,88.4834,10,4,mb,,195,3.174,0.63,us,us7000bd2a,2020-11-07T18:48:28.040Z,"13 km W of Kar?mpur, India",earthquake,5.7,2,0.298,3,reviewed,us,us
2020-08-30T05:44:51.450Z,33.9671,69.4762,10,4,mb,,175,0.675,0.63,us,us7000beyh,2020-11-07T18:48:35.040Z,"27 km SW of ?uk?mat? Azrah, Afghanistan",earthquake,7.1,1.9,0.139,14,reviewed,us,us
2020-01-07T15:09:03.481Z,35.6192,70.1051,103.51,4,mb,,93,1.384,0.43,us,us70006vru,2020-03-21T17:13:41.040Z,"63 km ENE of B?z?rak, Afghanistan",earthquake,7.9,12.4,0.232,7,reviewed,us,us
2020-03-11T14:19:31.898Z,32.568,78.4627,10,4,mb,,139,4.49,1,us,us60008dp6,2020-05-30T22:17:02.040Z,"125 km ENE of Man?li, India",earthquake,5.9,2,0.156,11,reviewed,us,us
2020-02-18T01:55:37.405Z,19.1257,96.3104,10,4,mb,,129,1.77,0.79,us,us70007vwt,2020-05-02T22:10:35.040Z,"24 km NNW of Taungoo, Myanmar",earthquake,6.4,2,0.232,5,reviewed,us,us
2020-03-24T23:39:29.603Z,28.6107,87.2197,10,4,mb,,75,0.742,0.84,us,us70008ffi,2020-06-06T20:54:16.040Z,"83 km NNE of Lobujya, Nepal",earthquake,4.5,1.7,0.126,17,reviewed,us,us
2020-04-04T08:29:22.470Z,34.9652,71.3367,78.77,4,mb,,129,1.935,0.34,us,us70008nha,2020-06-21T00:54:57.040Z,"7 km SSW of ?sm?r, Afghanistan",earthquake,4.5,17.5,0.232,5,reviewed,us,us
2020-05-18T07:02:22.593Z,16.8761,94.6443,10,4,mb,,128,4.389,0.63,us,us70009nhw,2020-08-02T00:28:58.040Z,"14 km NW of Pathein, Myanmar",earthquake,10,1.9,0.259,5,reviewed,us,us
2020-07-20T15:19:53.864Z,30.3816,95.0064,10,4,mb,,139,6.16,0.94,us,us6000b3i2,2020-09-26T16:58:26.040Z,"214 km NNE of Shi Yomi, India",earthquake,8.8,2,0.172,9,reviewed,us,us
2020-07-21T01:17:08.217Z,30.4135,94.779,10,4,mb,,114,3.244,0.58,us,us6000b55n,2020-09-26T16:58:27.040Z,"212 km N of Shi Yomi, India",earthquake,7.7,1.8,0.173,9,reviewed,us,us
2020-08-05T11:18:49.616Z,31.9185,90.3738,10,4,mb,,51,5.012,0.48,us,us6000b9mk,2020-10-21T22:03:52.040Z,"166 km WNW of Nagqu, China",earthquake,8.9,1.9,0.108,23,reviewed,us,us
2020-08-30T16:10:06.882Z,6.8607,92.0497,10,4,mb,,110,4.813,0.73,us,us7000bh5n,2020-11-07T18:48:50.040Z,"Nicobar Islands, India region",earthquake,10.2,1.7,0.182,8,reviewed,us,us
2020-10-20T19:55:49.959Z,27.2257,96.1444,57.98,4,mb,,45,3.415,0.74,us,us6000caa9,2020-12-29T23:08:05.040Z,"47 km E of Margherita, India",earthquake,5.1,8.1,0.098,33,reviewed,us,us
2021-04-06T02:04:03.736Z,21.9881,94.3005,51.39,4,mb,,144,2.554,0.38,us,us6000e1he,2021-06-12T21:37:34.040Z,"87 km W of Monywa, Myanmar",earthquake,9.7,10.1,0.196,7,reviewed,us,us
2021-05-05T13:52:12.421Z,26.7384,92.0993,47,4,mb,,95,1.187,0.39,us,us7000e24v,2021-07-10T20:16:08.040Z,"1 km S of Udalguri, India",earthquake,7.5,3.6,0.122,21,reviewed,us,us
2021-05-19T13:20:04.731Z,7.0967,94.6894,218.53,4,mb,,178,2.912,1.19,us,us7000e64u,2021-07-24T21:08:15.040Z,"150 km NNW of Sabang, Indonesia",earthquake,10.1,4.9,0.129,16,reviewed,us,us
2021-10-04T04:47:57.536Z,30.4246,94.6223,10,4,mb,,101,6.177,0.41,us,us6000fsyz,2021-10-12T04:05:44.040Z,"211 km N of Shi Yomi, India",earthquake,8.5,2,0.163,11,reviewed,us,us
2020-11-08T21:44:14.394Z,27.7299,87.7713,10,4.1,mb,,163,3.542,0.76,us,us7000cc8m,2021-01-23T22:25:37.040Z,"68 km NE of Kh??db?ri??, Nepal",earthquake,7.9,1.9,0.165,10,reviewed,us,us
2020-05-09T10:06:46.736Z,22.1166,68.963,10,4.1,mb,,256,12.039,0.44,us,us70009d7u,2020-07-29T22:14:23.040Z,"13 km S of Dw?rka, India",earthquake,13.7,2,0.103,26,reviewed,us,us
2020-07-16T02:10:29.094Z,22.2558,70.9928,10,4.1,mb,,112,11.529,0.54,us,us7000apfs,2020-09-26T16:58:31.040Z,"20 km E of R?jkot, India",earthquake,13.7,2,0.151,12,reviewed,us,us
2020-07-06T19:24:27.542Z,33.0557,73.6156,10,4.1,mb,,145,0.66,1.14,us,us7000aizr,2020-09-11T22:14:21.040Z,"16 km SW of New Mirpur, Pakistan",earthquake,6.5,1.6,0.144,13,reviewed,us,us
2020-09-22T03:46:51.500Z,35.7041,77.8313,62.17,4.1,mb,,110,4.281,0.97,us,us6000bzjp,2020-11-28T21:32:03.040Z,"127 km NE of Thang, India",earthquake,5.2,11,0.233,5,reviewed,us,us
2020-03-10T00:20:14.450Z,32.87,85.3938,10,4.1,mb,,57,5.046,0.64,us,us60008cxq,2020-05-23T22:03:33.040Z,"western Xizang",earthquake,8.3,1.9,0.096,30,reviewed,us,us
2020-02-04T18:26:20.869Z,21.7325,94.6242,90.29,4.1,mb,,118,1.312,1,us,us70007pey,2020-04-18T22:10:36.040Z,"64 km NW of Pakokku, Myanmar",earthquake,6.9,7.2,0.105,31,reviewed,us,us
2020-04-09T17:54:17.641Z,32.6222,96.4049,10,4.1,mb,,69,5.378,1.07,us,us70008sjv,2020-06-30T14:02:49.040Z,"180 km NNW of Qamdo, China",earthquake,10.4,1.9,0.111,22,reviewed,us,us
2020-04-25T14:38:27.755Z,29.9853,69.5743,35,4.1,mb,,152,4.564,0.93,us,us60009c7r,2020-07-11T22:19:04.040Z,"10 km NNE of Barkhan, Pakistan",earthquake,11.1,2,0.157,11,reviewed,us,us
2020-04-25T14:29:13.743Z,30.063,69.5508,41.46,4.1,mb,,152,4.485,0.69,us,us60009c7n,2020-07-11T22:19:04.040Z,"18 km N of Barkhan, Pakistan",earthquake,8.6,13.5,0.166,10,reviewed,us,us
2020-04-17T10:59:11.292Z,28.1205,93.9189,10,4.1,mb,,110,2.911,0.56,us,us60009as6,2020-07-09T14:31:19.040Z,"58 km N of Ziro, India",earthquake,9.1,1.9,0.131,16,reviewed,us,us
2020-05-05T22:15:04.082Z,20.9941,94.4334,83.34,4.1,mb,,113,1.813,0.7,us,us70009aqe,2020-07-18T21:57:40.040Z,"41 km WNW of Chauk, Myanmar",earthquake,7,8.8,0.13,16,reviewed,us,us
2020-05-03T15:40:23.737Z,32.9792,85.6089,10,4.1,mb,,109,5.11,0.68,us,us70009cfg,2020-07-18T21:57:45.040Z,"western Xizang",earthquake,5.6,1.9,0.158,11,reviewed,us,us
2020-05-06T11:26:52.383Z,16.6415,94.4169,10,4.1,mb,,145,4.68,0.33,us,us70009fei,2020-07-29T22:14:10.040Z,"36 km WSW of Pathein, Myanmar",earthquake,4.9,2,0.166,10,reviewed,us,us
2020-06-12T23:32:35.370Z,32.8562,73.7592,10,4.1,mb,,268,4.275,0.42,us,us6000ab0k,2020-08-22T19:14:48.040Z,"5 km S of Sarai Alamgir, Pakistan",earthquake,8.1,2,0.184,8,reviewed,us,us
2020-07-12T22:10:44.993Z,35.7606,82.3961,10,4.1,mb,,104,5.976,0.75,us,us7000amgx,2020-09-19T20:58:14.040Z,"266 km SE of Hotan, China",earthquake,4.3,1.9,0.126,17,reviewed,us,us
2020-07-17T17:55:01.075Z,35.6354,82.4634,10,4.1,mb,,74,6.112,0.61,us,us7000aqi0,2020-09-26T16:58:34.040Z,"279 km SE of Hotan, China",earthquake,8.4,1.9,0.104,29,reviewed,us,us
2020-07-10T04:26:55.988Z,30.3993,95.0824,10,4.1,mb,,138,3.498,1.18,us,us7000aq79,2020-09-19T20:58:27.040Z,"216 km WSW of Qamdo, China",earthquake,7.8,2,0.157,11,reviewed,us,us
2020-07-20T05:01:42.659Z,29.3621,68.8105,10,4.1,mb,,140,5.167,0.62,us,us7000arfw,2020-09-26T16:58:40.040Z,"49 km NW of Dera Bugti, Pakistan",earthquake,12.8,1.8,0.135,15,reviewed,us,us
2020-07-29T20:54:26.858Z,28.4107,88.3259,10,4.1,mb,,113,1.41,1.24,us,us6000b6f4,2020-10-10T17:11:01.040Z,"101 km N of Mangan, India",earthquake,8.9,1.9,0.13,16,reviewed,us,us
2020-07-30T13:35:44.774Z,29.8667,95.1399,10,4.1,mb,,73,3.492,0.79,us,us6000b6u0,2020-10-10T17:11:03.040Z,"165 km NNE of Shi Yomi, India",earthquake,6.7,2,0.127,17,reviewed,us,us
2020-07-24T05:45:56.764Z,23.069,93.3699,10,4.1,mb,,54,0.474,0.89,us,us6000b66q,2020-10-03T17:32:31.040Z,"31 km ESE of North Vanlaiphai, India",earthquake,3.9,1.9,0.158,11,reviewed,us,us
2020-07-22T01:02:22.347Z,30.3195,94.717,10,4.1,mb,,136,3.173,1.03,us,us6000b5wv,2020-10-03T17:32:29.040Z,"201 km N of Shi Yomi, India",earthquake,7.2,2,0.127,17,reviewed,us,us
2020-08-06T22:27:54.218Z,31.1693,84.1935,10,4.1,mb,,145,3.929,1.34,us,us6000bdck,2020-10-21T22:04:12.040Z,"227 km NNW of Saga, China",earthquake,8.9,2,0.301,3,reviewed,us,us
2020-08-11T22:48:31.686Z,30.388,94.8111,10,4.1,mb,,161,3.266,0.56,us,us6000bg1x,2020-10-21T22:04:15.040Z,"210 km NNE of Shi Yomi, India",earthquake,6.9,2,0.13,16,reviewed,us,us
2020-08-01T05:33:55.492Z,34.4822,81.8958,10,4.1,mb,,116,7.033,1,us,us6000b7uk,2020-10-10T17:11:07.040Z,"western Xizang",earthquake,9.3,1.9,0.158,11,reviewed,us,us
2020-11-24T04:15:53.068Z,35.5509,91.3127,10,4.1,mb,,98,5.833,0.85,us,us7000ckdg,2021-02-03T17:50:20.040Z,"Southern Qinghai, China",earthquake,7.3,1.8,0.127,17,reviewed,us,us
2020-09-06T21:45:00.558Z,33.3127,85.2675,10,4.1,mb,,64,5.5,0.47,us,us7000bl6p,2020-11-17T19:44:48.040Z,"western Xizang",earthquake,9,1.3,0.131,16,reviewed,us,us
2020-09-06T11:36:45.677Z,14.0641,93.0643,10,4.1,mb,,121,2.414,0.22,us,us7000bl69,2020-11-17T19:44:45.040Z,"264 km N of Bamboo Flat, India",earthquake,10.2,1.9,0.213,6,reviewed,us,us
2020-09-29T11:17:27.876Z,35.0666,69.0404,35,4.1,mb,,107,0.524,0.69,us,us6000c2hl,2020-12-05T21:03:06.040Z,"13 km WNW of Charikar, Afghanistan",earthquake,6.6,2,0.185,8,reviewed,us,us
2020-10-05T12:08:40.009Z,23.5477,94.4335,74.11,4.1,mb,,130,0.689,1.02,us,us6000c725,2020-12-12T22:28:49.040Z,"10 km SSE of Mawlaik, Myanmar",earthquake,6.4,3.3,0.234,6,reviewed,us,us
2020-10-08T03:52:10.644Z,35.0808,75.4717,51.43,4.1,mb,,105,2.314,0.64,us,us6000c80y,2020-12-19T17:22:51.040Z,"28 km SSW of Skardu, Pakistan",earthquake,7.4,5.3,0.213,6,reviewed,us,us
2020-12-19T06:22:47.064Z,22.0856,94.6654,112.46,4.1,mb,,173,2.16,0.73,us,us6000d26s,2021-02-27T23:23:55.040Z,"48 km W of Monywa, Myanmar",earthquake,12.5,3.7,0.151,12,reviewed,us,us
2021-01-11T13:59:12.570Z,33.4274,75.7158,10,4.1,mb,,149,2.056,0.32,us,us6000d7f2,2021-03-20T21:24:09.040Z,"13 km NNW of Kishtw?r, India",earthquake,8,1.8,0.157,12,reviewed,us,us
2021-01-11T13:59:49.235Z,28.028,87.7888,35,4.1,mb,,175,3.37,0.47,us,us7000d1qk,2021-03-20T21:24:09.040Z,"92 km NE of Kh??db?ri??, Nepal",earthquake,9.5,2,0.185,10,reviewed,us,us
2021-01-13T01:07:21.948Z,22.7983,94.6878,108.51,4.1,mb,,146,1.016,0.4,us,us7000d249,2021-03-20T21:24:59.040Z,"89 km NNW of Monywa, Myanmar",earthquake,5.2,9.8,0.185,8,reviewed,us,us
2021-01-31T20:04:24.547Z,24.9512,94.4749,47.39,4.1,mb,,90,0.735,1.02,us,us6000ddgp,2021-04-16T19:02:42.040Z,"52 km NE of Yairipok, India",earthquake,7.7,5,0.144,13,reviewed,us,us
2021-02-20T00:01:25.163Z,23.3318,94.5689,95.45,4.1,mb,,68,2.774,0.66,us,us6000djj9,2021-05-04T14:15:07.040Z,"38 km SSE of Mawlaik, Myanmar",earthquake,6.1,9.8,0.111,22,reviewed,us,us
2021-02-27T20:03:45.862Z,28.8397,86.469,15.43,4.1,mb,,134,0.928,0.75,us,us7000de7r,2021-05-13T22:36:46.040Z,"104 km NNW of Lobujya, Nepal",earthquake,8.2,5,0.111,22,reviewed,us,us
2021-02-25T04:19:58.736Z,22.3908,95.4803,22.58,4.1,mb,,68,1.757,1.07,us,us7000dew5,2021-05-04T14:17:09.040Z,"29 km SW of Shwebo, Myanmar",earthquake,5,6.8,0.165,10,reviewed,us,us
2021-04-13T23:41:17.827Z,34.5245,70.126,38.74,4.1,mb,,112,0.894,0.97,us,us6000e38y,2021-06-19T21:26:19.040Z,"18 km SSW of Mehtar L?m, Afghanistan",earthquake,6.4,7.4,0.145,13,reviewed,us,us
2021-04-14T16:45:09.044Z,10.8839,91.5252,10,4.1,mb,,201,1.42,0.98,us,us6000e39v,2021-06-19T21:26:24.040Z,"158 km SW of Bamboo Flat, India",earthquake,13.4,2,0.174,9,reviewed,us,us
2021-04-22T03:08:52.099Z,30.3858,87.1751,10,4.1,mb,,130,3.493,0.73,us,us7000dy98,2021-07-03T16:50:01.040Z,"207 km NW of Rikaze, China",earthquake,11.3,1.9,0.233,5,reviewed,us,us
2021-05-17T22:54:34.366Z,14.5393,93.7329,25.9,4.1,mb,,130,3.023,1.03,us,us7000e52w,2021-07-24T21:07:44.040Z,"261 km SW of Mawlamyinegyunn, Myanmar",earthquake,6.4,7,0.234,5,reviewed,us,us
2021-05-25T19:23:07.539Z,23.593,94.5857,99.63,4.1,mb,,102,0.685,0.68,us,us7000e66y,2021-07-31T22:09:44.040Z,"19 km ESE of Mawlaik, Myanmar",earthquake,5.9,5.8,0.114,26,reviewed,us,us
2021-05-16T22:07:22.008Z,20.6607,71.4793,10,4.1,mb,,73,13.037,0.99,us,us7000e51v,2021-07-24T21:07:26.040Z,"41 km S of R?jula, India",earthquake,6.9,1.9,0.114,21,reviewed,us,us
2021-07-05T17:54:36.043Z,5.514,94.3168,44.23,4.1,mb,,204,2.634,1.21,us,us6000etnn,2021-09-10T20:07:52.040Z,"112 km W of Banda Aceh, Indonesia",earthquake,13.6,12.1,0.184,8,reviewed,us,us
2021-08-10T05:50:16.593Z,16.4467,94.1222,15.42,4.1,mb,,150,3.828,0.53,us,us6000f8dj,2021-08-22T06:41:31.040Z,"74 km WSW of Pathein, Myanmar",earthquake,6.6,5.5,0.158,12,reviewed,us,us
2021-08-06T09:20:42.643Z,8.6882,93.7196,10,4.1,mb,,204,5.817,0.65,us,us6000f5mb,2021-09-09T13:09:55.040Z,"Nicobar Islands, India region",earthquake,13.3,2,0.185,8,reviewed,us,us
2021-08-22T07:57:01.741Z,10.7582,94.4328,10,4.1,mb,,122,5.521,0.54,us,us7000f6ry,2021-09-18T12:29:30.040Z,"209 km ESE of Port Blair, India",earthquake,6.7,1.9,0.198,9,reviewed,us,us
2021-10-02T22:01:42.797Z,24.9292,96.3874,10,4.1,mb,,164,2.023,0.25,us,us6000fr6v,2021-10-02T22:27:02.040Z,"113 km WSW of Myitkyina, Myanmar",earthquake,4.7,1.9,0.214,6,reviewed,us,us
2020-11-26T01:15:32.643Z,33.7398,88.5572,10,4.2,mb,,79,4.581,0.66,us,us7000cjv6,2021-02-06T18:28:15.040Z,"western Xizang",earthquake,5,1.9,0.132,16,reviewed,us,us
2020-10-31T18:43:10.118Z,31.703,93.4001,10,4.2,mb,,43,2.793,0.69,us,us7000c8qd,2021-01-18T23:01:54.040Z,"129 km E of Nagqu, China",earthquake,5.5,1.9,0.098,39,reviewed,us,us
2020-02-29T20:05:26.893Z,26.4904,92.1052,45.39,4.2,mb,,95,0.946,0.6,us,us60008735,2020-05-19T22:14:13.040Z,"5 km SW of Kh?rupatia, India",earthquake,5.3,7.9,0.083,41,reviewed,us,us
2020-05-29T15:38:41.657Z,29.1724,77.0219,10,4.2,mb,,185,8.64,1.09,us,us6000a1wn,2020-08-15T20:19:48.040Z,"Uttar Pradesh, India",earthquake,10.2,2,0.152,12,reviewed,us,us
2020-06-03T01:40:48.863Z,24.8316,91.1391,30.48,4.2,mb,,134,0.978,0.54,us,us6000a4u4,2020-08-18T17:58:44.040Z,"41 km NNW of Baniachang, Bangladesh",earthquake,5.7,5.3,0.108,24,reviewed,us,us
2020-08-14T01:08:08.090Z,23.1226,93.2923,10,4.2,mb,,105,0.555,1.18,us,us6000bei5,2020-10-24T20:08:50.040Z,"23 km E of North Vanlaiphai, India",earthquake,3.3,1.9,0.132,16,reviewed,us,us
2020-10-03T15:36:17.754Z,26.2024,91.3108,44.3,4.2,mb,,120,0.801,0.4,us,us6000c584,2020-12-12T22:28:37.040Z,"21 km WSW of H?jo, India",earthquake,5.7,5.3,0.098,32,reviewed,us,us
2020-01-03T01:56:44.755Z,28.8329,91.973,10,4.2,mb,,115,1.139,1.19,us,us70007149,2020-03-21T17:13:49.040Z,"124 km SE of Lhasa, China",earthquake,6.9,1.9,0.236,5,reviewed,us,us
2020-02-28T11:07:11.020Z,32.9646,76.3114,10,4.2,mb,,116,2.638,0.95,us,us60008612,2020-05-19T22:14:07.040Z,"48 km NNE of Chamba, India",earthquake,7.7,1.6,0.132,16,reviewed,us,us
2020-02-09T19:37:29.389Z,23.05,94.8537,134.31,4.2,mb,,69,1.226,1,us,us70007m6w,2020-04-25T22:19:01.040Z,"80 km SE of Mawlaik, Myanmar",earthquake,7.7,9.1,0.124,18,reviewed,us,us
2020-03-09T18:38:51.130Z,32.7852,85.5166,10,4.2,mb,,64,4.939,0.81,us,us60008cme,2020-05-23T22:03:33.040Z,"western Xizang",earthquake,8.7,1.9,0.121,21,reviewed,us,us
2020-03-15T16:17:04.697Z,32.6753,85.455,10,4.2,mb,,112,4.845,0.79,us,us60008g3i,2020-05-30T22:17:11.040Z,"western Xizang",earthquake,3.6,1.9,0.121,22,reviewed,us,us
2020-03-08T16:59:17.196Z,32.7173,85.4732,10,4.2,mb,,136,9.047,0.56,us,us60008c3e,2020-05-23T22:03:33.040Z,"western Xizang",earthquake,6.8,1.7,0.11,23,reviewed,us,us
2020-02-15T08:12:18.454Z,22.5718,93.5958,47.14,4.2,mb,,96,0.07,0.72,us,us70007u6g,2020-05-02T22:10:30.040Z,"8 km S of Hakha, Myanmar",earthquake,7.9,5.5,0.136,15,reviewed,us,us
2020-04-15T19:36:20.915Z,20.5448,93.6698,10,4.2,mb,,147,2.088,0.69,us,us70008x0g,2020-07-09T14:31:08.040Z,"91 km ENE of Sittwe, Myanmar",earthquake,5.1,1.9,0.176,9,reviewed,us,us
2020-04-20T05:19:15.437Z,17.3704,95.1694,64.38,4.2,mb,,106,3.751,0.4,us,us60009bkn,2020-07-09T14:31:34.040Z,"43 km SW of Hinthada, Myanmar",earthquake,5.1,9.7,0.159,11,reviewed,us,us
2020-06-30T03:26:58.130Z,33.195,75.926,46.75,4.2,mb,,131,2.268,0.84,us,us7000aeua,2020-09-05T17:35:35.040Z,"19 km SE of Kishtw?r, India",earthquake,7.9,3.9,0.113,22,reviewed,us,us
2020-06-28T03:26:21.339Z,12.9095,92.6873,10,4.2,mb,,180,8.167,0.66,us,us7000ahew,2020-09-05T17:35:42.040Z,"133 km N of Bamboo Flat, India",earthquake,10.6,1.9,0.146,13,reviewed,us,us
2020-05-27T05:31:38.205Z,34.2918,71.0348,10,4.2,mb,,168,1.665,1.25,us,us60009ztl,2020-08-15T20:19:35.040Z,"13 km WSW of Shinpokh, Pakistan",earthquake,8.9,2,0.175,9,reviewed,us,us
2020-06-21T10:10:13.665Z,21.9396,94.9061,122.4,4.2,mb,,88,1.397,0.9,us,us7000ac71,2020-08-30T00:01:21.040Z,"30 km SW of Monywa, Myanmar",earthquake,7.8,3.7,0.105,25,reviewed,us,us
2020-06-08T12:21:20.957Z,22.7767,94.6,100.69,4.2,mb,,144,0.933,0.81,us,us6000aawn,2020-08-18T17:59:06.040Z,"92 km NW of Monywa, Myanmar",earthquake,4.2,8.9,0.176,9,reviewed,us,us
2020-07-21T01:33:52.896Z,35.5573,82.5463,10,4.2,mb,,82,6.211,0.84,us,us7000as36,2020-09-26T16:58:43.040Z,"290 km SE of Hotan, China",earthquake,8.1,1.7,0.146,13,reviewed,us,us
2020-07-23T06:48:41.845Z,33.2056,87.0518,10,4.2,mb,,94,4.93,0.31,us,us6000b2h5,2020-10-03T17:32:17.040Z,"western Xizang",earthquake,5.2,1.9,0.132,16,reviewed,us,us
2020-07-24T10:39:16.194Z,35.5442,69.1392,112.9,4.2,mb,,139,1.004,1.02,us,us6000b3b5,2020-10-03T17:32:19.040Z,"42 km NW of B?z?rak, Afghanistan",earthquake,7.3,10.3,0.186,8,reviewed,us,us
2020-07-20T00:36:48.338Z,30.6463,94.8878,10,4.2,mb,,63,3.389,1.02,us,us6000b3hr,2020-09-26T16:58:26.040Z,"225 km WSW of Qamdo, China",earthquake,7.8,1.8,0.092,33,reviewed,us,us
2020-07-22T20:13:48.618Z,33.1896,86.8557,10,4.2,mb,,98,5.214,0.8,us,us6000b5y0,2020-10-03T17:32:30.040Z,"western Xizang",earthquake,10.3,1.7,0.167,10,reviewed,us,us
2020-07-31T18:58:48.847Z,30.3574,94.7728,10,4.2,mb,,71,3.228,0.7,us,us6000b7kk,2020-10-10T17:11:05.040Z,"206 km N of Shi Yomi, India",earthquake,8.6,1.9,0.086,43,reviewed,us,us
2020-07-14T09:27:11.984Z,23.3677,94.3314,85.31,4.2,mb,,94,0.858,0.54,us,us7000ash7,2020-09-19T20:58:34.040Z,"31 km SSW of Mawlaik, Myanmar",earthquake,6.4,1.5,0.158,11,reviewed,us,us
